Offset(P)            #Ptr   #Hnd Access Name
0x000000013ddb1c80      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013ddb25e0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\winsrv.dll.mui
0x000000013ddb2bb0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\taskhost.exe
0x000000013ddb2f20     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\lsm.exe.mui
0x000000013ddb4400      6      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2\comctl32.dll
0x000000013ddb4830     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\IDStore.dll
0x000000013ddb5dc0     16      0 R--rwd \Device\HarddiskVolume1\Windows\Fonts\upcjl.ttf
0x000000013ddb9d00     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\msdtcVSp1res.dll.mui
0x000000013ddbbbc0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\SyncCenter.dll.mui
0x000000013ddbbd10     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dfrgui.exe
0x000000013ddbc070     15      0 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Roaming\Microsoft\Windows\Libraries\Documents.library-ms
0x000000013ddbd7c0     15      0 R--r-- \Device\HarddiskVolume1\Windows\winsxs\Manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2.manifest
0x000000013ddbdbc0     15      0 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Roaming\Microsoft\Windows\Libraries\Music.library-ms
0x000000013ddbe300      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vss_ps.dll
0x000000013ddbed90     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\taskhost.exe.mui
0x000000013ddc0790      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Sens.dll
0x000000013ddc16b0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ddc2070     15      0 R--r-- \Device\HarddiskVolume1\Windows\winsxs\Manifests\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_ko-kr_2a56f7ab07dca45f.manifest
0x000000013ddc2af0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013ddc2dd0      2      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Roaming\Microsoft\Windows\Libraries
0x000000013ddc2f20      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013ddc33c0      2      1 RW-r-- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\UsrClass.dat{2104858f-3988-11e5-ba57-240a64dec50a}.TMContainer00000000000000000001.regtrans-ms
0x000000013ddc6340      9      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\vmtray.dll
0x000000013ddc65e0     16      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncVfs90.dll
0x000000013ddc6f20     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\wdmaud.drv.mui
0x000000013ddc79f0      2      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Roaming\Microsoft\Windows\Start Menu
0x000000013ddcb2d0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SearchFilterHost.exe
0x000000013ddcc350      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013ddccdd0      4      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_a4d6a923711520a9\comctl32.dll
0x000000013ddcd640      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mtxoci.dll
0x000000013ddcdf20     16      0 RW-rwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000013ddcef20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_a4d6a923711520a9
0x000000013dde0350     17      1 R--r-d \Device\HarddiskVolume1\Windows\assembly\GAC_32\mscorlib\2.0.0.0__b77a5c561934e089\sorttbls.nlp
0x000000013dde9460     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\MMDevAPI.dll.mui
0x000000013dde95b0     12      0 R--r-- \Device\HarddiskVolume1\Windows\inf\hdaudio.PNF
0x000000013ddea630      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\UsrClass.dat{2104858f-3988-11e5-ba57-240a64dec50a}.TM
0x000000013ddecdd0      1      0 RW---- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat
0x000000013ddef960      2      1 RW-r-- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\UsrClass.dat{2104858f-3988-11e5-ba57-240a64dec50a}.TM.blf
0x000000013ddefce0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013ddf0760      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\d3d10_1.dll
0x000000013ddf2470      2      1 ------ \Device\Afd\Endpoint
0x000000013ddf4cc0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013ddf4e90     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\umb.dll
0x000000013de011b0      2      1 ------ \Device\Afd\Endpoint
0x000000013de039b0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\audiodg.exe
0x000000013de03f20      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013de04f20      6      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\NGULIM.TTF
0x000000013de08520     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wow64.dll
0x000000013de0c310     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\gpsvc.dll.mui
0x000000013de0f070     15      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\shdocvw.dll
0x000000013de10490     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\UXInit.dll
0x000000013de11740      2      1 ------ \Device\Afd\Endpoint
0x000000013de119d0      1      1 ------ \Device\000000ab\elineouttopo
0x000000013de13ac0      1      1 ------ \Device\000000ab\emicinwave
0x000000013de3cb40      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-1b8-0
0x000000013de3cc90      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\slc.dll
0x000000013de3cf20      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013de4e190      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winnsi.dll
0x000000013de77d10      1      1 ------ \Device\000000ab\elineoutwave
0x000000013de7a990      1      1 ------ \Device\000000ab\emicintopo
0x000000013de7ab50      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013de7d8c0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cscsvc.dll
0x000000013de808e0      4      0 RW-rwd \Device\HarddiskVolume1\$MapAttributeValue
0x000000013de822e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013de83a50      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013de83f20      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PeerDist.dll
0x000000013de841b0      1      1 RW-rwd \Device\HarddiskVolume1\Windows\CSC\v2.0.6\temp
0x000000013de84ea0      4      1 RW-rwd \Device\HarddiskVolume1\Windows\CSC\v2.0.6\pq
0x000000013de85d20     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\taskschd.dll
0x000000013de86c70      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\gpsvc.dll
0x000000013de87a60      1      1 R--rw- \Device\HarddiskVolume1\Windows\CSC
0x000000013de88d40      1      1 R--rw- \Device\HarddiskVolume1\Windows\CSC\v2.0.6
0x000000013de88f20      1      1 R--rwd \Device\HarddiskVolume1
0x000000013de89740      1      1 R--rw- \Device\HarddiskVolume1\Windows\CSC\v2.0.6\namespace
0x000000013de89a20      1      1 R--rwd \Device\HarddiskVolume1
0x000000013de8bbc0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\atl.dll
0x000000013de8bd10     10      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\VFS\ThinkFree\HncThinkFree.dll
0x000000013de8bf20     16      0 R--r-- \Device\HarddiskVolume1\Windows\SysWOW64\Macromed\Flash\activex.vch
0x000000013de8d8c0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\nlaapi.dll
0x000000013de8db40      3      1 R--rwd \Device\Mup\.\.
0x000000013de8de90      1      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Temp\Hnc
0x000000013de90600      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\profsvc.dll
0x000000013de90b30     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\OAlerts.evtx
0x000000013de93550      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\es.dll
0x000000013de951d0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013de95680     16      1 RW-r-- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Temp\~DF23E47C180F776C67.TMP
0x000000013de95a00     11      1 RW-r-d \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\AppData\Local\~FontCache-System.dat
0x000000013de95c10      3      1 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Common Files\microsoft shared\EQUATION
0x000000013de988a0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\themeservice.dll
0x000000013de98de0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mstask.dll
0x000000013de99070      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dsrole.dll
0x000000013dea0070      8      0 R--r-- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat
0x000000013dea0520      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013deabf20      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Sens.dll
0x000000013dead750     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wtsapi32.dll
0x000000013deae390      1      1 RW-r-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WUDF\WUDFTrace.etl
0x000000013debb6d0      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WUDFPlatform.dll
0x000000013debbc70      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WUDFSvc.dll
0x000000013debf190      3      2 ------ \Device\WUDFLpcDevice\ProcessManagement
0x000000013dec25b0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\uxsms.dll
0x000000013dec2990      5      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncSDS.dll
0x000000013ded2770      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013ded2a10      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dui70.dll
0x000000013ded4760      9      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x000000000000001b.db
0x000000013ded69f0      1      1 RW-rw- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\counters.dat
0x000000013ded7070      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wdi.dll
0x000000013ded7490      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.atl_1fc8b3b9a1e18e3b_9.0.30729.4148_none_51ca66a2bbe76806
0x000000013ded8450      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013ded9150      1      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\msctf.dll.mui
0x000000013ded92a0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dhcpcore.dll
0x000000013ded9b30     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\nrpsrv.dll
0x000000013dedc070      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\svchost.exe.mui
0x000000013dedc3c0      2      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0x000000013dedf070      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\lmhsvc.dll
0x000000013dee4700     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dnsrslvr.dll
0x000000013dee86a0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\IPHLPAPI.DLL
0x000000013deeb2e0     15      0 R--r-- \Device\HarddiskVolume1\Windows\winsxs\Manifests\x86_microsoft.windows.i..utomation.proxystub_6595b64144ccf1df_1.0.7600.16385_none_9d148a8db8d32238.manifest
0x000000013deeb7b0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dnsext.dll
0x000000013deebcd0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\shell32.dll.mui
0x000000013deebf20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dhcpcore6.dll
0x000000013def6350      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\FWPUCLNT.DLL
0x000000013def95c0     16      0 R--r-d \Device\HarddiskVolume1\Program Files\DVD Maker\ko-KR\DVDMaker.exe.mui
0x000000013def97d0      9      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Sidebar\sidebar.exe
0x000000013defcac0      3      1 R--rwd \Device\HarddiskVolume1\Windows\System32\drivers\etc
0x000000013defcf20      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dwmapi.dll
0x000000013defda80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013defeaa0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ncsi.dll
0x000000013defed80     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\nlasvc.dll
0x000000013df083d0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013df094f0     12      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\slc.dll
0x000000013df09f20     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sppsvc.exe
0x000000013df0bd10     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\authui.dll.mui
0x000000013df0dbf0     10      0 R--r-d \Device\HarddiskVolume1\PROGRA~2\COMMON~1\MICROS~1\IME14\IMEKR\IMKRTIP.DLL
0x000000013df0df20      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winhttp.dll
0x000000013df105a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013df10b50      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\aepic.dll
0x000000013df12f20      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sfc_os.dll
0x000000013df18070     10      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\diskWiper.dll
0x000000013df1ab40     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dhcpcsvc6.dll
0x000000013df1d120      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013df26260     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\input.dll.mui
0x000000013df27330     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sud.dll
0x000000013df275b0     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Key Management Service.evtx
0x000000013df27f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013df345c0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\shsvcs.dll
0x000000013df35dc0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\xmllite.dll
0x000000013df37370     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dhcpcsvc.dll
0x000000013df37980     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\wucltux.dll.mui
0x000000013df394a0     26      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013df395f0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013df39f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013df434c0     10      0 R--r-d \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\ink\tiptsf.dll
0x000000013df463e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013df46f20     10      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\plugin\HncChartRes.kor
0x000000013df47250     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\47536d45-eeec-4bdc-8183-a4dc1f8da9e4
0x000000013df487b0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013df48f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013df4a6b0     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\5c0aeeea-c154-45be-8499-bea5f11baff6
0x000000013df4ee20      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\httpapi.dll
0x000000013df5e070     13      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmtools.dll
0x000000013df5f070      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013df5f9d0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013df5fbb0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\propsys.dll.mui
0x000000013df60e60     16      0 R--r-d \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\ink\ko-KR\TipTsf.dll.mui
0x000000013df62920      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013df62f20     16      0 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Caches\cversions.2.db
0x000000013df63070     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\ac4e5acf-89f7-4220-ba21-81ee183975e2
0x000000013df66f20     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\be669c13-8165-4536-96d0-6d6c39292aae
0x000000013df67910      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_ec83dffa859149af
0x000000013df67a60     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\a7c73732-9f11-4281-8d19-764d4ec9d94d
0x000000013df69600      7      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\gthread-2.0.dll
0x000000013df6ac10      3      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000002.db
0x000000013df6c320     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\eaca24ff-236c-401d-a1e7-b3d5267b8a50
0x000000013df6eaf0     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-StoreMgr%4Operational.evtx
0x000000013df71070      8      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\gmodule-2.0.dll
0x000000013df72e50     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\ca4b8ff2-a4d2-4d88-a52e-3a5bdaf7f56e
0x000000013df78070     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rascfg.dll
0x000000013df7d3f0     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\fdd56c73-f0d5-41b6-b767-6effd7966428
0x000000013df7dbb0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ssdpapi.dll
0x000000013df7dd00      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013df7ec10     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\fb3c354d-297a-4eb2-9b58-090f6361906b
0x000000013df818f0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.atl_1fc8b3b9a1e18e3b_9.0.30729.4148_none_51ca66a2bbe76806
0x000000013df83a10      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\wshtcpip.dll.mui
0x000000013df84a10      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\wship6.dll.mui
0x000000013df869f0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013df8b370     14      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\KernelBase.dll.mui
0x000000013df8d070     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msxml6r.dll
0x000000013df91d00     17      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\MMDevAPI.dll.mui
0x000000013df92210     13      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Sidebar\sbdrop.dll
0x000000013df94050      2      1 ------ \Device\NamedPipe\
0x000000013df965c0      2      1 ------ \Device\Afd\Endpoint
0x000000013df977b0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dwmcore.dll
0x000000013dfa07a0     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\clfs.sys
0x000000013dfa2e10      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013dfa66e0     12      0 R--r-- \Device\HarddiskVolume1\Windows\System32\drivers\acpi.sys
0x000000013dfa87e0      1      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Temp\Hnc
0x000000013dfbe580      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\trkwks.dll
0x000000013dfc46a0     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmtoolsd.exe
0x000000013dfc64b0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sysmain.dll
0x000000013dfc8630     13      0 R--r-- \Device\HarddiskVolume1\Windows\System32\drivers\ndis.sys
0x000000013dfce860     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013dfd16d0     16      0 R--rwd \Device\HarddiskVolume1\Windows\System32\desk.cpl
0x000000013dfd2480      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\KernelBase.dll.mui
0x000000013dfd9200     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013dfd9350     20      1 RWDr-- \Device\HarddiskVolume1\System Volume Information\tracking.log
0x000000013dfd95f0      1      1 ------ \Device\NamedPipe\trkwks
0x000000013dfd9890      1      1 ------ \Device\NamedPipe\trkwks
0x000000013dfd9aa0      2      1 R--rwd \Device\HarddiskVolume1\$Extend\$ObjId
0x000000013dfd9f20      2      1 ------ \Device\NamedPipe\trkwks
0x000000013dfe74c0      8      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\gobject-2.0.dll
0x000000013dfe8410      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013dfe8e50     13      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\DocFiltersRes.kor
0x000000013dfeb2e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013dfecc80     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Problem-Steps-Recorder.evtx
0x000000013dfecdd0     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Telemetry.evtx
0x000000013dfed6b0     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Inventory.evtx
0x000000013dff14d0     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Troubleshooter.evtx
0x000000013dff7070     14      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\odbcint.dll
0x000000013dff8f20      2      1 ------ \Device\NamedPipe\wkssvc
0x000000013dff9b70      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013dffd470      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013dffda50     10      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\glib-2.0.dll
0x000000013dffdf20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013dffe260     15      0 R--r-d \Device\HarddiskVolume1\Windows\IME\SPTIP.DLL
0x000000013dffe450     16      0 R--r-d \Device\HarddiskVolume1\Windows\IME\ko-KR\SpTip.dll.mui
0x000000013dffec10     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013dfff180     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx
0x000000013e004540     11      0 R--r-- \Device\HarddiskVolume1\Windows\Globalization\Sorting\SortDefault.nls
0x000000013e0048c0      1      1 ------ \Device\NamedPipe\InitShutdown
0x000000013e004a10      2      1 ------ \Device\NamedPipe\InitShutdown
0x000000013e0052d0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\perfdisk.dll
