Offset(P)            #Ptr   #Hnd Access Name
0x000000013d892960     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d894070      7      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_d08cc06a442b34fc\msvcr80.dll
0x000000013d894320      5      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Hnc\HncUtils\Update\HncCheck.exe
0x000000013d8974e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_d08cc06a442b34fc
0x000000013d897e20     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d898f20     15      0 R--r-- \Device\HarddiskVolume1\Windows\winsxs\Manifests\x86_policy.8.0.microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_516d712b0f495a45.manifest
0x000000013d899630      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\FXSAPI.dll
0x000000013d899900     17      1 R--r-d \Device\HarddiskVolume1\Program Files\Internet Explorer\ko-KR\iexplore.exe.mui
0x000000013d899ae0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\FXSSVC.exe
0x000000013d89a390     15      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010012.ci
0x000000013d89a720     17      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010009.dir
0x000000013d89a9c0     13      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010009.ci
0x000000013d89add0     17      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.dir
0x000000013d89af20     17      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010009.wid
0x000000013d8a5190     15      0 R--r-- \Device\HarddiskVolume1\Users\KAB\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015
0x000000013d8a52e0      8      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\cryptnet.dll
0x000000013d8a5c90     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\migwiz\ko-KR\wet.dll.mui
0x000000013d8a5f20      4      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HNCDIC.dll
0x000000013d8a9250     10      0 R--r-d \Device\HarddiskVolume1\PROGRA~2\COMMON~1\MICROS~1\OFFICE14\Cultures\OFFICE.ODF
0x000000013d8a93a0     13      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\rsaenh.dll
0x000000013d8a95c0      3      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\cryptsp.dll
0x000000013d8a9710      9      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\rsaenh.dll
0x000000013d8a99c0     15      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742\msvcp90.dll
0x000000013d8a9b10     11      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\oledlg.dll
0x000000013d8a9f20     15      0 R--r-- \Device\HarddiskVolume1\Windows\winsxs\Manifests\x86_policy.9.0.microsoft.vc90.atl_1fc8b3b9a1e18e3b_9.0.30729.4148_none_f0efb442f8a0f46c.manifest
0x000000013d8ad070      8      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\bcrypt.dll
0x000000013d8ad460      7      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.atl_1fc8b3b9a1e18e3b_9.0.30729.4148_none_51ca66a2bbe76806\ATL90.dll
0x000000013d8ad5b0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\bthprops.cpl.mui
0x000000013d8ad860     10      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\MsOD3D.dll
0x000000013d8ad9b0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\stobject.dll
0x000000013d8adb00     12      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\cscapi.dll
0x000000013d8adc50     14      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.mfcloc_1fc8b3b9a1e18e3b_9.0.30729.4148_none_4973eb1d754a9dc9\MFC90KOR.DLL
0x000000013d8adf20      8      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\gpapi.dll
0x000000013d8bb130     11      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\Kernel.dll
0x000000013da00420      2      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Roaming\Microsoft\Windows\Libraries
0x000000013da01070      1      1 RW-r-d \Device\HarddiskVolume1\Windows\System32\Msdtc\Trace\dtctrace.log
0x000000013da01dd0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mfcsubs.dll
0x000000013da01f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.atl_1fc8b3b9a1e18e3b_9.0.30729.4148_none_51ca66a2bbe76806
0x000000013da02dd0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\webcheck.dll
0x000000013da02f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013da038c0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013da05c80     15      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\Msdtc\MSDTC.LOG
0x000000013da0aeb0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\localspl.dll
0x000000013da0c5d0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\userinit.exe
0x000000013da0ca50      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013da19070      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013da191d0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013da19bf0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013da19dd0     15      0 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Roaming\Microsoft\Windows\Libraries\desktop.ini
0x000000013da19f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013da1b430      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\spool\prtprocs\x64\TPWinPrn.dll
0x000000013da1e520     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\WSDMon.dll.mui
0x000000013da21dc0     15      0 R--rwd \Device\HarddiskVolume1㩑㈮æ
0x000000013da22660     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ExplorerFrame.dll
0x000000013da227b0      8      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HwpApp.dll
0x000000013da28c00      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\conhost.exe.mui
0x000000013da2b070      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013da2bbc0     12      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\linkinfo.dll
0x000000013da37590     15      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncBD90.kor
0x000000013da378e0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dwm.exe
0x000000013da37d00      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013da3aa20     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\AltTab.dll.mui
0x000000013da3be80     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\FXSMON.dll
0x000000013da3cd10      2      1 R--rwd \Device\HarddiskVolume2\2
0x000000013da3d690     11      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncXalMesg8.dll
0x000000013da3de80      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tcpmon.dll
0x000000013da3e2f0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wsnmp32.dll
0x000000013da3ec80     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\snmpapi.dll
0x000000013da42070     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\TPVMMon.dll
0x000000013da424a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013da42810      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013da42a70     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013da478d0      7      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\dsound.dll
0x000000013da4b610      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\KernelBase.dll.mui
0x000000013da4f5e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013da4ff20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\setupapi.dll.mui
0x000000013da52f20      9      0 R--rwd \Device\HarddiskVolume1薐̼￿褠͘￿Ȃ̃瑎て꘠ǯ￿
0x000000013da57070      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013da57890     17      1 R--r-d \Device\HarddiskVolume1\Windows\ko-KR\explorer.exe.mui
0x000000013da57b30      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a
0x000000013da63bb0     16      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\oleaccrc.dll
0x000000013da63d00      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013da67f20      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\d3d11.dll
0x000000013da6d070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\EhStorShell.dll
0x000000013da6dbb0     13      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncATLExt90.kor
0x000000013da72070      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013da736d0     11      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncOfficeEngine.dll
0x000000013da73ae0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ncobjapi.dll
0x000000013da78a20     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\wbemess.dll
0x000000013da78b70     19      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx
0x000000013da80470      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013da81f20      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WSDMon.dll
0x000000013da86390     14      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncDicRes.kor
0x000000013da87f20     16      0 R--r-d \Device\HarddiskVolume1\PROGRA~1\MICROS~2\Office14\GROOVEEX.DLL
0x000000013da88ca0     10      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HwpUR.kor
0x000000013da8ce60     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013da8df20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013da8e5a0      1      1 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000013da90070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\usbmon.dll
0x000000013da9a430      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013da9ad10     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\spool\prtprocs\x64\winprint.dll
0x000000013da9e3c0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\virtdisk.dll
0x000000013da9ef20     16      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\msiexec.exe
0x000000013da9f260     12      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncOfficeAction.kor
0x000000013daa0470      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013daa1070      9      0 R--r-d \Device\HarddiskVolume1\PROGRA~1\MICROS~2\Office14\1042\GrooveIntlResource.dll
0x000000013daa2cd0      4      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\ieframe.dll.mui
0x000000013daa3070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fdPnp.dll
0x000000013daa3d80     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\MsCtfMonitor.dll
0x000000013daa5a10     19      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx
0x000000013daa7700     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msutb.dll
0x000000013daa8800     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dimsjob.dll
0x000000013daa9b30     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\HotStartUserAgent.dll
0x000000013daa9c80     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\MsCtfMonitor.dll.mui
0x000000013daaa5f0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-downlevel-advapi32-l2-1-0.dll
0x000000013daab200     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013daab350     10      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\HANBatang.ttf
0x000000013daab7d0     11      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncImageIO.dll
0x000000013daadf20     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PlaySndSrv.dll
0x000000013daaf320     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\msutb.dll.mui
0x000000013dab0f20     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\CertEnroll.dll
0x000000013dab2f20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\KernelBase.dll.mui
0x000000013dab3470     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\esent.dll
0x000000013dabd590     11      0 R--r-- \Device\HarddiskVolume1\Windows\System32\wbem\WmiPrvSE.exe
0x000000013dabddd0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pautoenr.dll
0x000000013dabdf20     10      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncOfficeAction.dll
0x000000013dabe070      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\certcli.dll
0x000000013dabeb20      5      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\ImgFilters\IMPCT9.FLT
0x000000013dabf8c0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WmiPrvSE.exe
0x000000013dac66c0     11      0 R--rwd \Device\HarddiskVolume1␀ˎ￿̣￿̂̃䵃㻠ヤ婢￿
0x000000013dac9510      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\cimwin32.dll
0x000000013dacc580     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\winmm.dll.mui
0x000000013dacc6d0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\dwm.exe.mui
0x000000013dad0070     11      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\Hmc90.dll
0x000000013dad34d0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\msconfig.exe.mui
0x000000013dad3ab0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\filemgmt.dll.mui
0x000000013dad3c00     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\filemgmt.dll
0x000000013dad3f20     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wsecedit.dll
0x000000013dad4b80     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\d3d10level9.dll
0x000000013dad6de0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013dad7300      8      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\mlang.dll
0x000000013dad7cc0     15      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncIMM90.kor
0x000000013dadb560     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013dadd190      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013dadd810     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wsock32.dll
0x000000013dae6f20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catsrv.dll
0x000000013dae9f20     16      0 R--r-- \Device\HarddiskVolume1\Windows\inf\oem10.PNF
0x000000013daeadd0     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013daec7f0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013daecaa0     14      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncAtlExt90.dll
0x000000013daed070      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013daed1c0     11      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncXalCore8.dll
0x000000013daeddd0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\framedynos.dll
0x000000013daf38e0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catsrvut.dll
0x000000013daf3a30     10      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\mpr.dll
0x000000013daf3dd0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catsrvps.dll
0x000000013db01d70      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\VSSVC.exe
0x000000013db02670     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013db03330     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\win32spl.dll.mui
0x000000013db03680     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013db04c50      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wermgr.exe
0x000000013db06260     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fltLib.dll
0x000000013db083a0      4      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\AudioSes.dll
0x000000013db08d10      2      1 R--rwd \Device\HarddiskVolume2\
0x000000013db09500      9      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\ESTsoft\ALSee\x64\Ltfil15x.dll
0x000000013db09860      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013db09f20      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sdengin2.dll
0x000000013db12bf0      3      0 R--r-d \Device\HarddiskVolume1\Program Files\Common Files\VMware\Drivers\vss\VCBSnapshotProvider.dll
0x000000013db135a0      9      0 R--rwd \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\HncWebBrowser.dll
0x000000013db1d970     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\en-US\cimwin32.dll.mui
0x000000013db1df20     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013db1e070      1      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\setupapi.dll.mui
0x000000013db1fdd0      1      1 RW-r-d \Device\HarddiskVolume1\Windows\System32\wfp\wfpdiag.etl
0x000000013db21a60     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013db25610      7      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.atl_1fc8b3b9a1e18e3b_9.0.30729.6161_none_0a1fd3a3a768b895\ATL90.dll
0x000000013db25dd0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013db27720     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\inetpp.dll.mui
